from,to,count,
LOUDIA OUOLOF,BEMBOU,0,No
LOUDIA OUOLOF,DAKATELY,0,No
LOUDIA OUOLOF,DAR SALAM,0,No
LOUDIA OUOLOF,FONGOLIMBI,0,No
LOUDIA OUOLOF,SABODALA,0,No
LOUDIA OUOLOF,KOUSSANAR,0,No
LOUDIA OUOLOF,MISSIRAH,0,No
LOUDIA OUOLOF,MAKACOULIBANTANG,0,No
LOUDIA OUOLOF,KOUTHIABA OUOLOF,0,No
LOUDIA OUOLOF,BAMBA NDIAYENE,0,No
LOUDIA OUOLOF,KOULOR,0,No
LOUDIA OUOLOF,DIANKE MAKHA,0,No
LOUDIA OUOLOF,BALA,0,No
LOUDIA OUOLOF,BOYNGUEL BAMBA,0,No
LOUDIA OUOLOF,MOUDERY,0,No
LOUDIA OUOLOF,KENIEBA,0,No
LOUDIA OUOLOF,BELE,0,No
LOUDIA OUOLOF,OGO,0,No
LOUDIA OUOLOF,AGNAM CIVOL,0,No
LOUDIA OUOLOF,VELINGARA,0,No
LOUDIA OUOLOF,ORKADIERE,0,No
LOUDIA OUOLOF,OURO SIDY,0,No
SINDIAN,PARCELLES ASSAINIES,1,No
SINDIAN,ALMADIES,2,No
SINDIAN,GRAND DAKAR,1,No
SINDIAN,DAKAR PLATEAU,2,No
SINDIAN,GUEDIAWAYE,2,No
SINDIAN,PIKINE DAGOUDANE,1,No
SINDIAN,THIAROYE,1,No
SINDIAN,NIAYES,1,No
SINDIAN,RUFISQUE,0,No
SINDIAN,BAMBILOR,0,No
SINDIAN,KEUR MOUSSA,0,No
SINDIAN,SINDIA,0,No
SINDIAN,NOTTO,0,No
SINDIAN,THIENABA,0,No
SINDIAN,PAMBAL,0,No
SINDIAN,MEOUANE,0,No
SINDIAN,MERINA DAKHAR,0,No
SINDIAN,NIAKHENE,0,No
SINDIAN,THIES SUD,0,No
SINDIAN,THIES NORD,1,No
SINDIAN,FISSEL,0,No
SINDIAN,SESSENE,0,No
SINDIAN,TAIF,0,No
SINDIAN,KAEL,0,No
SINDIAN,NDAME,0,No
SINDIAN,NDOULO,1,No
SINDIAN,NDINDY,0,No
SINDIAN,NGOYE,0,No
SINDIAN,LAMBAYE,0,No
SINDIAN,BABA GARAGE,0,No
SINDIAN,COLOBANE,0,No
SINDIAN,NIAKHAR,0,No
SINDIAN,TATTAGUINE,0,No
SINDIAN,OUADIOUR,0,No
SINDIAN,NDIOB,0,No
SINDIAN,FIMELA,0,No
SINDIAN,NIODIOR,0,No
SINDIAN,TOUBACOUTA,0,No
SINDIAN,DJILOR,0,No
SINDIAN,SAKAL,0,No
SINDIAN,MEUR MOMAR SARR,0,No
SINDIAN,MBEDIENE,0,No
SINDIAN,COKI,0,No
SINDIAN,SAGATTA GUETH I,0,No
SINDIAN,SAGATTA GUETH II,0,No
SINDIAN,DAROU MOUSTY,0,No
SINDIAN,SAGATTA DJOLOF,0,No
SINDIAN,YANG YANG,0,No
SINDIAN,DODJI,0,No
SINDIAN,BARKEDJI,0,No
SINDIAN,MBADAKHOUNE,0,No
SINDIAN,NGUELOU,0,No
SINDIAN,NGOTHIE,0,No
SINDIAN,KOUMBAL,0,No
SINDIAN,NDIEDIENG,1,No
SINDIAN,PAOS KOTO,0,No
SINDIAN,WACK NGOUNA,0,No
SINDIAN,MEDINA SABAKH,0,No
SINDIAN,GNIBY,0,No
SINDIAN,DAROU MINAME II,0,No
SINDIAN,KATAKELKEUR MBOUCKI,0,No
SINDIAN,KEUR MBOUCKI,0,No
SINDIAN,SAGNA,0,No
SINDIAN,IDA MOURIDE,0,No
SINDIAN,MISSIRAH WADENE,0,No
SINDIAN,LOUR ESCALE,0,No
SINDIAN,MABO,0,No
SINDIAN,MBANE,0,No
SINDIAN,SALDE,0,No
SINDIAN,NDIAYE MBERESS,0,No
SINDIAN,GAMADJI SARRE,0,No
SINDIAN,CAS CAS,0,No
SINDIAN,RAO,0,No
SINDIAN,THILE BOUBACAR,0,No
SINDIAN,FAFACOUROU,0,No
SINDIAN,MAMPATIM,0,No
SINDIAN,NDORNA,0,No
SINDIAN,BONCONTO,0,No
SINDIAN,NIAMING,0,No
SINDIAN,DIOULACOLON,0,No
SINDIAN,SARE COLY SALE,0,No
SINDIAN,PAKOUR,0,No
SINDIAN,SARE BIDJI,2,No
SINDIAN,DJIBANAR,1,No
SINDIAN,DJIREDJI,0,No
SINDIAN,DIAROUME,0,No
SINDIAN,BONA,2,No
SINDIAN,KARANTABA,0,No
SINDIAN,DIENDE,0,No
SINDIAN,BOGHAL,0,No
SINDIAN,SIMBANDI BRASSOU,0,No
SINDIAN,DJIBABOUYA,1,No
SINDIAN,CABROUSSE,0,No
SINDIAN,LOUDIA OUOLOF,0,No
SINDIAN,TENGHORY,6,No
SINDIAN,KATABA I,2,No
SINDIAN,TENDOUCK,0,No
SINDIAN,NYASSIA,0,No
SINDIAN,NIAGUIS,5,No
SINDIAN,BANDAFASSI,0,No
SINDIAN,BEMBOU,0,No
SINDIAN,DAKATELY,0,No
SINDIAN,DAR SALAM,0,No
SINDIAN,FONGOLIMBI,0,No
SINDIAN,SABODALA,0,No
SINDIAN,KOUSSANAR,0,No
SINDIAN,MISSIRAH,0,No
SINDIAN,MAKACOULIBANTANG,0,No
SINDIAN,KOUTHIABA OUOLOF,0,No
SINDIAN,BAMBA NDIAYENE,0,No
SINDIAN,KOULOR,0,No
SINDIAN,DIANKE MAKHA,0,No
SINDIAN,BALA,0,No
SINDIAN,BOYNGUEL BAMBA,0,No
SINDIAN,MOUDERY,0,No
SINDIAN,KENIEBA,0,No
SINDIAN,BELE,0,No
SINDIAN,OGO,0,No
SINDIAN,AGNAM CIVOL,0,No
SINDIAN,VELINGARA,0,No
SINDIAN,ORKADIERE,0,No
SINDIAN,OURO SIDY,0,No
TENGHORY,PARCELLES ASSAINIES,7,No
TENGHORY,ALMADIES,6,No
TENGHORY,GRAND DAKAR,2,No
TENGHORY,DAKAR PLATEAU,1,No
TENGHORY,GUEDIAWAYE,5,No
TENGHORY,PIKINE DAGOUDANE,1,No
TENGHORY,THIAROYE,4,No
TENGHORY,NIAYES,4,No
TENGHORY,RUFISQUE,3,No
TENGHORY,BAMBILOR,1,No
TENGHORY,KEUR MOUSSA,0,No
TENGHORY,SINDIA,4,No
TENGHORY,NOTTO,1,No
TENGHORY,THIENABA,0,No
TENGHORY,PAMBAL,0,No
TENGHORY,MEOUANE,0,No
TENGHORY,MERINA DAKHAR,0,No
TENGHORY,NIAKHENE,0,No
TENGHORY,THIES SUD,0,No
TENGHORY,THIES NORD,0,No
TENGHORY,FISSEL,0,No
TENGHORY,SESSENE,0,No
TENGHORY,TAIF,0,No
TENGHORY,KAEL,0,No
TENGHORY,NDAME,0,No
TENGHORY,NDOULO,0,No
TENGHORY,NDINDY,0,No
TENGHORY,NGOYE,0,No
TENGHORY,LAMBAYE,0,No
TENGHORY,BABA GARAGE,0,No
TENGHORY,COLOBANE,0,No
TENGHORY,NIAKHAR,0,No
TENGHORY,TATTAGUINE,0,No
TENGHORY,OUADIOUR,0,No
TENGHORY,NDIOB,0,No
TENGHORY,FIMELA,0,No
TENGHORY,NIODIOR,0,No
TENGHORY,TOUBACOUTA,0,No
TENGHORY,DJILOR,0,No
TENGHORY,SAKAL,0,No
TENGHORY,MEUR MOMAR SARR,0,No
TENGHORY,MBEDIENE,0,No
TENGHORY,COKI,0,No
TENGHORY,SAGATTA GUETH I,0,No
TENGHORY,SAGATTA GUETH II,0,No
TENGHORY,DAROU MOUSTY,0,No
TENGHORY,SAGATTA DJOLOF,0,No
TENGHORY,YANG YANG,0,No
TENGHORY,DODJI,0,No
TENGHORY,BARKEDJI,0,No
TENGHORY,MBADAKHOUNE,0,No
TENGHORY,NGUELOU,0,No
TENGHORY,NGOTHIE,0,No
TENGHORY,KOUMBAL,4,No
TENGHORY,NDIEDIENG,0,No
TENGHORY,PAOS KOTO,0,No
TENGHORY,WACK NGOUNA,0,No
TENGHORY,MEDINA SABAKH,0,No
TENGHORY,GNIBY,0,No
TENGHORY,DAROU MINAME II,0,No
TENGHORY,KATAKELKEUR MBOUCKI,0,No
TENGHORY,KEUR MBOUCKI,1,No
TENGHORY,SAGNA,0,No
TENGHORY,IDA MOURIDE,0,No
TENGHORY,MISSIRAH WADENE,0,No
TENGHORY,LOUR ESCALE,0,No
TENGHORY,MABO,0,No
TENGHORY,MBANE,0,No
TENGHORY,SALDE,0,No
TENGHORY,NDIAYE MBERESS,0,No
TENGHORY,GAMADJI SARRE,0,No
TENGHORY,CAS CAS,0,No
TENGHORY,RAO,0,No
TENGHORY,THILE BOUBACAR,0,No
TENGHORY,FAFACOUROU,0,No
TENGHORY,MAMPATIM,0,No
TENGHORY,NDORNA,0,No
TENGHORY,BONCONTO,0,No
TENGHORY,NIAMING,0,No
TENGHORY,DIOULACOLON,0,No
TENGHORY,SARE COLY SALE,2,No
TENGHORY,PAKOUR,0,No
TENGHORY,SARE BIDJI,0,No
TENGHORY,DJIBANAR,2,No
TENGHORY,DJIREDJI,0,No
TENGHORY,DIAROUME,0,No
TENGHORY,BONA,2,No
TENGHORY,KARANTABA,0,No
TENGHORY,DIENDE,2,No
TENGHORY,BOGHAL,0,No
TENGHORY,SIMBANDI BRASSOU,0,No
TENGHORY,DJIBABOUYA,0,No
TENGHORY,CABROUSSE,1,No
TENGHORY,LOUDIA OUOLOF,0,No
TENGHORY,SINDIAN,10,No
TENGHORY,KATABA I,5,No
TENGHORY,TENDOUCK,7,No
TENGHORY,NYASSIA,0,No
TENGHORY,NIAGUIS,12,No
TENGHORY,BANDAFASSI,0,No
TENGHORY,BEMBOU,0,No
TENGHORY,DAKATELY,0,No
TENGHORY,DAR SALAM,0,No
TENGHORY,FONGOLIMBI,0,No
TENGHORY,SABODALA,0,No
TENGHORY,KOUSSANAR,0,No
TENGHORY,MISSIRAH,0,No
TENGHORY,MAKACOULIBANTANG,0,No
TENGHORY,KOUTHIABA OUOLOF,0,No
TENGHORY,BAMBA NDIAYENE,0,No
TENGHORY,KOULOR,0,No
TENGHORY,DIANKE MAKHA,0,No
TENGHORY,BALA,0,No
TENGHORY,BOYNGUEL BAMBA,0,No
TENGHORY,MOUDERY,0,No
TENGHORY,KENIEBA,0,No
TENGHORY,BELE,0,No
TENGHORY,OGO,0,No
TENGHORY,AGNAM CIVOL,0,No
TENGHORY,VELINGARA,0,No
TENGHORY,ORKADIERE,1,No
TENGHORY,OURO SIDY,0,No
KATABA I,PARCELLES ASSAINIES,1,No
KATABA I,ALMADIES,1,No
KATABA I,GRAND DAKAR,1,No
KATABA I,DAKAR PLATEAU,0,No
KATABA I,GUEDIAWAYE,2,No
KATABA I,PIKINE DAGOUDANE,0,No
KATABA I,THIAROYE,2,No
KATABA I,NIAYES,1,No
KATABA I,RUFISQUE,0,No
KATABA I,BAMBILOR,0,No
KATABA I,KEUR MOUSSA,0,No
KATABA I,SINDIA,4,No
KATABA I,NOTTO,0,No
KATABA I,THIENABA,0,No
KATABA I,PAMBAL,0,No
KATABA I,MEOUANE,0,No
KATABA I,MERINA DAKHAR,0,No
KATABA I,NIAKHENE,0,No
KATABA I,THIES SUD,0,No
KATABA I,THIES NORD,0,No
KATABA I,FISSEL,0,No
KATABA I,SESSENE,4,No
KATABA I,TAIF,0,No
KATABA I,KAEL,0,No
KATABA I,NDAME,1,No
KATABA I,NDOULO,1,No
KATABA I,NDINDY,0,No
KATABA I,NGOYE,0,No
KATABA I,LAMBAYE,0,No
KATABA I,BABA GARAGE,0,No
KATABA I,COLOBANE,0,No
KATABA I,NIAKHAR,0,No
KATABA I,TATTAGUINE,0,No
KATABA I,OUADIOUR,0,No
KATABA I,NDIOB,0,No
KATABA I,FIMELA,0,No
KATABA I,NIODIOR,1,No
KATABA I,TOUBACOUTA,0,No
KATABA I,DJILOR,0,No
KATABA I,SAKAL,0,No
KATABA I,MEUR MOMAR SARR,0,No
KATABA I,MBEDIENE,0,No
KATABA I,COKI,0,No
KATABA I,SAGATTA GUETH I,0,No
KATABA I,SAGATTA GUETH II,0,No
KATABA I,DAROU MOUSTY,0,No
KATABA I,SAGATTA DJOLOF,0,No
KATABA I,YANG YANG,0,No
KATABA I,DODJI,0,No
KATABA I,BARKEDJI,0,No
KATABA I,MBADAKHOUNE,0,No
KATABA I,NGUELOU,0,No
KATABA I,NGOTHIE,0,No
KATABA I,KOUMBAL,0,No
KATABA I,NDIEDIENG,0,No
KATABA I,PAOS KOTO,0,No
KATABA I,WACK NGOUNA,0,No
KATABA I,MEDINA SABAKH,0,No
KATABA I,GNIBY,0,No
KATABA I,DAROU MINAME II,0,No
KATABA I,KATAKELKEUR MBOUCKI,0,No
KATABA I,KEUR MBOUCKI,0,No
KATABA I,SAGNA,0,No
KATABA I,IDA MOURIDE,1,No
KATABA I,MISSIRAH WADENE,0,No
KATABA I,LOUR ESCALE,0,No
KATABA I,MABO,0,No
KATABA I,MBANE,0,No
KATABA I,SALDE,0,No
KATABA I,NDIAYE MBERESS,0,No
KATABA I,GAMADJI SARRE,0,No
KATABA I,CAS CAS,0,No
KATABA I,RAO,1,No
KATABA I,THILE BOUBACAR,0,No
KATABA I,FAFACOUROU,0,No
KATABA I,MAMPATIM,0,No
KATABA I,NDORNA,0,No
KATABA I,BONCONTO,0,No
KATABA I,NIAMING,0,No
KATABA I,DIOULACOLON,0,No
KATABA I,SARE COLY SALE,1,No
KATABA I,PAKOUR,0,No
KATABA I,SARE BIDJI,2,No
KATABA I,DJIBANAR,3,No
KATABA I,DJIREDJI,0,No
KATABA I,DIAROUME,0,No
KATABA I,BONA,1,No
KATABA I,KARANTABA,0,No
KATABA I,DIENDE,0,No
KATABA I,BOGHAL,0,No
KATABA I,SIMBANDI BRASSOU,0,No
KATABA I,DJIBABOUYA,0,No
KATABA I,CABROUSSE,1,No
KATABA I,LOUDIA OUOLOF,0,No
KATABA I,SINDIAN,1,No
KATABA I,TENGHORY,5,No
KATABA I,TENDOUCK,2,No
KATABA I,NYASSIA,0,No
KATABA I,NIAGUIS,11,No
KATABA I,BANDAFASSI,0,No
KATABA I,BEMBOU,0,No
KATABA I,DAKATELY,0,No
KATABA I,DAR SALAM,0,No
KATABA I,FONGOLIMBI,0,No
KATABA I,SABODALA,0,No
KATABA I,KOUSSANAR,0,No
KATABA I,MISSIRAH,0,No
KATABA I,MAKACOULIBANTANG,0,No
KATABA I,KOUTHIABA OUOLOF,0,No
KATABA I,BAMBA NDIAYENE,0,No
KATABA I,KOULOR,0,No
KATABA I,DIANKE MAKHA,0,No
KATABA I,BALA,0,No
KATABA I,BOYNGUEL BAMBA,0,No
KATABA I,MOUDERY,0,No
KATABA I,KENIEBA,0,No
KATABA I,BELE,0,No
KATABA I,OGO,0,No
KATABA I,AGNAM CIVOL,0,No
KATABA I,VELINGARA,0,No
KATABA I,ORKADIERE,0,No
KATABA I,OURO SIDY,0,No
TENDOUCK,PARCELLES ASSAINIES,1,No
TENDOUCK,ALMADIES,0,No
TENDOUCK,GRAND DAKAR,2,No
TENDOUCK,DAKAR PLATEAU,0,No
TENDOUCK,GUEDIAWAYE,0,No
TENDOUCK,PIKINE DAGOUDANE,1,No
TENDOUCK,THIAROYE,1,No
TENDOUCK,NIAYES,1,No
TENDOUCK,RUFISQUE,0,No
TENDOUCK,BAMBILOR,0,No
TENDOUCK,KEUR MOUSSA,0,No
TENDOUCK,SINDIA,2,No
TENDOUCK,NOTTO,0,No
TENDOUCK,THIENABA,0,No
TENDOUCK,PAMBAL,0,No
TENDOUCK,MEOUANE,0,No
TENDOUCK,MERINA DAKHAR,0,No
TENDOUCK,NIAKHENE,0,No
TENDOUCK,THIES SUD,0,No
TENDOUCK,THIES NORD,0,No
TENDOUCK,FISSEL,0,No
TENDOUCK,SESSENE,0,No
TENDOUCK,TAIF,0,No
TENDOUCK,KAEL,0,No
TENDOUCK,NDAME,0,No
TENDOUCK,NDOULO,0,No
TENDOUCK,NDINDY,0,No
TENDOUCK,NGOYE,0,No
TENDOUCK,LAMBAYE,0,No
TENDOUCK,BABA GARAGE,0,No
TENDOUCK,COLOBANE,0,No
TENDOUCK,NIAKHAR,0,No
TENDOUCK,TATTAGUINE,0,No
TENDOUCK,OUADIOUR,0,No
TENDOUCK,NDIOB,0,No
TENDOUCK,FIMELA,0,No
TENDOUCK,NIODIOR,0,No
TENDOUCK,TOUBACOUTA,0,No
TENDOUCK,DJILOR,0,No
TENDOUCK,SAKAL,0,No
TENDOUCK,MEUR MOMAR SARR,0,No
TENDOUCK,MBEDIENE,0,No
TENDOUCK,COKI,0,No
TENDOUCK,SAGATTA GUETH I,0,No
TENDOUCK,SAGATTA GUETH II,0,No
TENDOUCK,DAROU MOUSTY,0,No
TENDOUCK,SAGATTA DJOLOF,0,No
TENDOUCK,YANG YANG,0,No
TENDOUCK,DODJI,0,No
TENDOUCK,BARKEDJI,0,No
TENDOUCK,MBADAKHOUNE,0,No
TENDOUCK,NGUELOU,0,No
TENDOUCK,NGOTHIE,0,No
TENDOUCK,KOUMBAL,1,No
TENDOUCK,NDIEDIENG,0,No
TENDOUCK,PAOS KOTO,0,No
TENDOUCK,WACK NGOUNA,0,No
TENDOUCK,MEDINA SABAKH,0,No
TENDOUCK,GNIBY,0,No
TENDOUCK,DAROU MINAME II,0,No
TENDOUCK,KATAKELKEUR MBOUCKI,0,No
TENDOUCK,KEUR MBOUCKI,0,No
TENDOUCK,SAGNA,0,No
TENDOUCK,IDA MOURIDE,0,No
TENDOUCK,MISSIRAH WADENE,0,No
TENDOUCK,LOUR ESCALE,0,No
TENDOUCK,MABO,0,No
TENDOUCK,MBANE,0,No
TENDOUCK,SALDE,0,No
TENDOUCK,NDIAYE MBERESS,0,No
TENDOUCK,GAMADJI SARRE,0,No
TENDOUCK,CAS CAS,0,No
TENDOUCK,RAO,0,No
TENDOUCK,THILE BOUBACAR,0,No
TENDOUCK,FAFACOUROU,0,No
TENDOUCK,MAMPATIM,0,No
TENDOUCK,NDORNA,0,No
TENDOUCK,BONCONTO,0,No
TENDOUCK,NIAMING,0,No
TENDOUCK,DIOULACOLON,0,No
TENDOUCK,SARE COLY SALE,0,No
TENDOUCK,PAKOUR,0,No
TENDOUCK,SARE BIDJI,0,No
TENDOUCK,DJIBANAR,0,No
TENDOUCK,DJIREDJI,0,No
TENDOUCK,DIAROUME,0,No
TENDOUCK,BONA,0,No
TENDOUCK,KARANTABA,0,No
TENDOUCK,DIENDE,0,No
TENDOUCK,BOGHAL,0,No
TENDOUCK,SIMBANDI BRASSOU,0,No
TENDOUCK,DJIBABOUYA,0,No
TENDOUCK,CABROUSSE,1,No
TENDOUCK,LOUDIA OUOLOF,0,No
TENDOUCK,SINDIAN,1,No
TENDOUCK,TENGHORY,5,No
TENDOUCK,KATABA I,0,No
TENDOUCK,NYASSIA,1,No
TENDOUCK,NIAGUIS,6,No
TENDOUCK,BANDAFASSI,0,No
TENDOUCK,BEMBOU,0,No
TENDOUCK,DAKATELY,0,No
TENDOUCK,DAR SALAM,0,No
TENDOUCK,FONGOLIMBI,0,No
TENDOUCK,SABODALA,0,No
TENDOUCK,KOUSSANAR,0,No
TENDOUCK,MISSIRAH,0,No
TENDOUCK,MAKACOULIBANTANG,0,No
TENDOUCK,KOUTHIABA OUOLOF,0,No
TENDOUCK,BAMBA NDIAYENE,0,No
TENDOUCK,KOULOR,0,No
TENDOUCK,DIANKE MAKHA,0,No
TENDOUCK,BALA,0,No
TENDOUCK,BOYNGUEL BAMBA,0,No
TENDOUCK,MOUDERY,0,No
TENDOUCK,KENIEBA,0,No
TENDOUCK,BELE,0,No
TENDOUCK,OGO,0,No
TENDOUCK,AGNAM CIVOL,0,No
TENDOUCK,VELINGARA,0,No
TENDOUCK,ORKADIERE,0,No
TENDOUCK,OURO SIDY,0,No
NYASSIA,PARCELLES ASSAINIES,0,No
NYASSIA,ALMADIES,0,No
NYASSIA,GRAND DAKAR,0,No
NYASSIA,DAKAR PLATEAU,0,No
NYASSIA,GUEDIAWAYE,0,No
NYASSIA,PIKINE DAGOUDANE,0,No
NYASSIA,THIAROYE,1,No
NYASSIA,NIAYES,0,No
NYASSIA,RUFISQUE,0,No
NYASSIA,BAMBILOR,0,No
NYASSIA,KEUR MOUSSA,0,No
NYASSIA,SINDIA,0,No
NYASSIA,NOTTO,0,No
NYASSIA,THIENABA,0,No
NYASSIA,PAMBAL,0,No
NYASSIA,MEOUANE,0,No
NYASSIA,MERINA DAKHAR,0,No
NYASSIA,NIAKHENE,0,No
NYASSIA,THIES SUD,0,No
NYASSIA,THIES NORD,0,No
NYASSIA,FISSEL,0,No
NYASSIA,SESSENE,0,No
NYASSIA,TAIF,0,No
NYASSIA,KAEL,0,No
NYASSIA,NDAME,0,No
NYASSIA,NDOULO,0,No
NYASSIA,NDINDY,0,No
NYASSIA,NGOYE,0,No
NYASSIA,LAMBAYE,0,No
NYASSIA,BABA GARAGE,0,No
NYASSIA,COLOBANE,0,No
NYASSIA,NIAKHAR,0,No
NYASSIA,TATTAGUINE,0,No
NYASSIA,OUADIOUR,0,No
NYASSIA,NDIOB,0,No
NYASSIA,FIMELA,0,No
NYASSIA,NIODIOR,0,No
NYASSIA,TOUBACOUTA,0,No
NYASSIA,DJILOR,0,No
NYASSIA,SAKAL,0,No
NYASSIA,MEUR MOMAR SARR,0,No
NYASSIA,MBEDIENE,0,No
NYASSIA,COKI,0,No
NYASSIA,SAGATTA GUETH I,0,No
NYASSIA,SAGATTA GUETH II,0,No
NYASSIA,DAROU MOUSTY,0,No
NYASSIA,SAGATTA DJOLOF,0,No
NYASSIA,YANG YANG,0,No
NYASSIA,DODJI,0,No
NYASSIA,BARKEDJI,0,No
NYASSIA,MBADAKHOUNE,0,No
NYASSIA,NGUELOU,0,No
NYASSIA,NGOTHIE,0,No
NYASSIA,KOUMBAL,0,No
NYASSIA,NDIEDIENG,0,No
NYASSIA,PAOS KOTO,0,No
NYASSIA,WACK NGOUNA,0,No
NYASSIA,MEDINA SABAKH,0,No
NYASSIA,GNIBY,0,No
NYASSIA,DAROU MINAME II,0,No
NYASSIA,KATAKELKEUR MBOUCKI,0,No
NYASSIA,KEUR MBOUCKI,0,No
NYASSIA,SAGNA,0,No
NYASSIA,IDA MOURIDE,0,No
NYASSIA,MISSIRAH WADENE,0,No
NYASSIA,LOUR ESCALE,0,No
NYASSIA,MABO,0,No
NYASSIA,MBANE,0,No
NYASSIA,SALDE,0,No
NYASSIA,NDIAYE MBERESS,0,No
NYASSIA,GAMADJI SARRE,0,No
NYASSIA,CAS CAS,0,No
NYASSIA,RAO,1,No
NYASSIA,THILE BOUBACAR,0,No
NYASSIA,FAFACOUROU,0,No
NYASSIA,MAMPATIM,0,No
NYASSIA,NDORNA,0,No
NYASSIA,BONCONTO,0,No
NYASSIA,NIAMING,0,No
NYASSIA,DIOULACOLON,0,No
NYASSIA,SARE COLY SALE,0,No
NYASSIA,PAKOUR,0,No
NYASSIA,SARE BIDJI,0,No
NYASSIA,DJIBANAR,0,No
NYASSIA,DJIREDJI,0,No
NYASSIA,DIAROUME,0,No
NYASSIA,BONA,0,No
NYASSIA,KARANTABA,0,No
NYASSIA,DIENDE,0,No
NYASSIA,BOGHAL,0,No
NYASSIA,SIMBANDI BRASSOU,0,No
NYASSIA,DJIBABOUYA,0,No
NYASSIA,CABROUSSE,0,No
NYASSIA,LOUDIA OUOLOF,1,No
NYASSIA,SINDIAN,0,No
NYASSIA,TENGHORY,0,No
NYASSIA,KATABA I,0,No
NYASSIA,TENDOUCK,0,No
NYASSIA,NIAGUIS,10,No
NYASSIA,BANDAFASSI,0,No
NYASSIA,BEMBOU,0,No
NYASSIA,DAKATELY,0,No
NYASSIA,DAR SALAM,0,No
NYASSIA,FONGOLIMBI,0,No
NYASSIA,SABODALA,0,No
NYASSIA,KOUSSANAR,0,No
NYASSIA,MISSIRAH,0,No
NYASSIA,MAKACOULIBANTANG,0,No
NYASSIA,KOUTHIABA OUOLOF,0,No
NYASSIA,BAMBA NDIAYENE,0,No
NYASSIA,KOULOR,0,No
NYASSIA,DIANKE MAKHA,0,No
NYASSIA,BALA,0,No
NYASSIA,BOYNGUEL BAMBA,0,No
NYASSIA,MOUDERY,0,No
NYASSIA,KENIEBA,0,No
NYASSIA,BELE,0,No
NYASSIA,OGO,0,No
NYASSIA,AGNAM CIVOL,0,No
NYASSIA,VELINGARA,0,No
NYASSIA,ORKADIERE,0,No
NYASSIA,OURO SIDY,0,No
NIAGUIS,PARCELLES ASSAINIES,30,No
NIAGUIS,ALMADIES,11,No
NIAGUIS,GRAND DAKAR,13,No
NIAGUIS,DAKAR PLATEAU,13,No
NIAGUIS,GUEDIAWAYE,8,No
NIAGUIS,PIKINE DAGOUDANE,5,No
NIAGUIS,THIAROYE,11,No
NIAGUIS,NIAYES,9,No
NIAGUIS,RUFISQUE,3,No
NIAGUIS,BAMBILOR,2,No
NIAGUIS,KEUR MOUSSA,1,No
NIAGUIS,SINDIA,6,No
NIAGUIS,NOTTO,0,No
NIAGUIS,THIENABA,0,No
NIAGUIS,PAMBAL,2,No
NIAGUIS,MEOUANE,0,No
NIAGUIS,MERINA DAKHAR,0,No
NIAGUIS,NIAKHENE,0,No
NIAGUIS,THIES SUD,2,No
NIAGUIS,THIES NORD,2,No
NIAGUIS,FISSEL,0,No
NIAGUIS,SESSENE,0,No
NIAGUIS,TAIF,0,No
NIAGUIS,KAEL,0,No
NIAGUIS,NDAME,7,No
NIAGUIS,NDOULO,1,No
NIAGUIS,NDINDY,0,No
NIAGUIS,NGOYE,0,No
NIAGUIS,LAMBAYE,0,No
NIAGUIS,BABA GARAGE,0,No
NIAGUIS,COLOBANE,0,No
NIAGUIS,NIAKHAR,1,No
NIAGUIS,TATTAGUINE,1,No
NIAGUIS,OUADIOUR,0,No
NIAGUIS,NDIOB,0,No
NIAGUIS,FIMELA,0,No
NIAGUIS,NIODIOR,0,No
NIAGUIS,TOUBACOUTA,1,No
NIAGUIS,DJILOR,0,No
NIAGUIS,SAKAL,0,No
NIAGUIS,MEUR MOMAR SARR,0,No
NIAGUIS,MBEDIENE,0,No
NIAGUIS,COKI,0,No
NIAGUIS,SAGATTA GUETH I,0,No
NIAGUIS,SAGATTA GUETH II,0,No
NIAGUIS,DAROU MOUSTY,0,No
NIAGUIS,SAGATTA DJOLOF,0,No
NIAGUIS,YANG YANG,0,No
NIAGUIS,DODJI,0,No
NIAGUIS,BARKEDJI,0,No
NIAGUIS,MBADAKHOUNE,0,No
NIAGUIS,NGUELOU,0,No
NIAGUIS,NGOTHIE,0,No
NIAGUIS,KOUMBAL,2,No
NIAGUIS,NDIEDIENG,0,No
NIAGUIS,PAOS KOTO,2,No
NIAGUIS,WACK NGOUNA,1,No
NIAGUIS,MEDINA SABAKH,1,No
NIAGUIS,GNIBY,1,No
NIAGUIS,DAROU MINAME II,0,No
NIAGUIS,KATAKELKEUR MBOUCKI,0,No
NIAGUIS,KEUR MBOUCKI,0,No
NIAGUIS,SAGNA,0,No
NIAGUIS,IDA MOURIDE,0,No
NIAGUIS,MISSIRAH WADENE,0,No
NIAGUIS,LOUR ESCALE,0,No
NIAGUIS,MABO,0,No
NIAGUIS,MBANE,2,No
NIAGUIS,SALDE,0,No
NIAGUIS,NDIAYE MBERESS,0,No
NIAGUIS,GAMADJI SARRE,0,No
NIAGUIS,CAS CAS,0,No
NIAGUIS,RAO,1,No
NIAGUIS,THILE BOUBACAR,1,No
NIAGUIS,FAFACOUROU,0,No
NIAGUIS,MAMPATIM,1,No
NIAGUIS,NDORNA,0,No
NIAGUIS,BONCONTO,0,No
NIAGUIS,NIAMING,1,No
NIAGUIS,DIOULACOLON,1,No
NIAGUIS,SARE COLY SALE,1,No
NIAGUIS,PAKOUR,0,No
